name,price €,profit_rate %
CFAT,11.62,11.14
URPN,78.96,8.52
WTYG,136.95,10.39
ONMV,182.89,4.38
UTJO,127.63,17.86
NYEC,122.42,12.68
BNMS,161.11,10.28
KKWE,87.09,15.97
QLNX,131.26,11.8
UMNB,49.27,12.71
BINR,100.72,5.87
QNUG,80.57,3.13
KLXR,124.75,3.13
VMDQ,94.38,18.23
GAMA,57.53,3.01
CKUO,82.98,10.17
XFVK,85.56,2.11
LAOY,139.11,15.94
TZIE,16.29,7.89
IULO,38.59,16.52
OIEQ,149.79,14.36
BYCM,125.19,11.03
IFYS,117.64,4.3
OSCB,54.6,1.66
LAVO,111.04,2.97
IOQW,9.39,14.35
THNU,131,10.58
DPKY,155.35,5.52
ZQPX,31.23,16.37
ZVVM,71.53,7.73
OJZZ,69.64,13.31
YPTQ,37.19,16.28
PNSW,45.85,9.16
DLWP,115.7,4.17
HCWR,53.02,9.58
LLJW,9.56,15.72
FHBN,181.1,16.82
CZEA,82.44,6.08
VVCM,192.95,2.62
NEKL,173.36,14.67
JESI,27.3,11.35
ESXA,152.25,15.39
KNFG,81.82,13.22
HGWD,174.27,9.95
DBKG,77.91,5.86
TAOR,123.72,9.3
JQTD,51.46,2.42
VZUZ,169.86,8.41
JCHQ,79.09,7.28
YHIR,138.46,3.54
EGBO,30.61,11.89
FYNV,197.79,17.53
DDHM,196.44,12.44
FTJZ,91.46,10.14
BWEZ,186.89,3.41
KBFA,123.34,12.56
AWGN,136.81,1.19
BURR,41.73,5.22
JVPJ,115.46,7.09
NCCB,89.07,4.96
JSVK,172.64,6.32
UKZB,198.18,5.42
YGIH,145.87,18.61
HUYA,66.26,13.17
EGRK,29.62,5.82
JHJK,192.43,7.27
TIKX,89.65,12.38
JVFL,178.58,15.29
INPC,134.52,18.39
EVGI,176.41,19.49
WWMZ,107.63,3.32
OUXC,70.03,10.48
GGXL,135.57,4.78
IWNP,182.67,12.36
JOMX,46.84,11.13
XEPZ,17.27,6.21
GCBM,62.1,13.71
YKOH,118.63,3.99
TIUM,78.57,7.42
YJFK,7.96,5.46
EWGK,25.04,12.34
ZDIZ,6.25,14.85
BDHG,184.28,14.03
JESI,111.88,7.7
JPJE,145.58,15.6
EJJF,188.91,3.54
RSDT,43.7,15.01
MOUF,82.95,2.04
NGQD,30.82,14
AKPT,91.42,10.73
PTTX,29,1.06
ZORD,33.36,11.38
NRWL,59.52,3.34
RYIG,171.25,11.7
NBNX,39.49,1.51
MLTY,197.8,18.58
PBZB,68.91,12.91
SJAO,91.37,7.44
EWQU,89.07,6.11
QGIX,98.81,5.59
TWOM,75.22,6.61
KIAB,45.77,7.89
OZWC,70.17,5.06
HQAC,70.63,15.88
YEJW,82.59,9.89
HYSL,108.93,1.35
USLR,37.28,7.6
KWOA,108.4,16.37
URKR,72.57,6.26
TOZH,27.93,7.77
DPVE,61.62,4.36
IIEG,148.79,3.05
XFJO,71.95,8.51
AQMD,62.08,13.99
BCAD,81.85,11.79
PMHV,180.44,11.41
AIVT,81.24,3.67
GHEB,131.22,10.91
VAEA,90.84,4.9
AVAQ,184.57,12.4
UVCT,173.74,10.77
TEIA,24.05,15.41
VMTW,69.43,4.34
CMUX,114.65,3.89
PVGG,172.84,9.12
UXIZ,88.86,12.14
ABTE,107.22,18.66
VBSJ,51.52,18.82
EJBS,84.21,2.73
FFJR,70.05,9.67
XPHR,108.43,3.69
UUQC,196.91,7.05
IUUF,119.17,9.97
FSSK,71.47,5.35
SIHX,73.41,17.72
YUJB,112.84,9.37
LGHN,161.38,2.12
SWJG,40.62,3.2
ZLKA,141.32,17.32
JDGS,83.05,8.52
OVWJ,190.69,9.32
QYOJ,88.73,14.65
SNUU,43.61,1.91
ZXTE,43.19,9.09
WPVL,38.24,6.22
OPEL,179.76,1.36
SCWD,187.19,8.22
HGNW,69.87,11.83
INQE,72.62,8.81
FZFR,105.32,14.02
YEIA,136.02,10.05
RGQN,96.87,17.57
FLDL,52.3,18.02
MLEM,182.96,1.8
FARI,119.87,6.41
IUQG,9.62,12.87
XSJW,28.26,18.89
VGXU,101.05,11.04
RLBY,28.44,9.7
YLHX,135.24,10.09
NPSC,184.56,5.41
JKLV,21.09,12.26
ATTH,47.72,10.08
SCZL,21.32,18.73
MPPF,119.51,14.35
SGHZ,90.3,2.61
VGWX,35.37,5.1
VESA,197.61,16.27
SHRW,164.51,16
MTWU,100.16,18.93
RVHQ,22.59,13.21
EJCO,94.06,4.28
HZFV,20.47,4.32
FLZE,36.15,19.95
VRKL,139.16,8.55
XOPR,64.52,14.79
ZIWV,96.96,9.95
OXYY,58.36,12.46
PQOI,160.78,6.22
FPHV,14.82,7.07
JMXO,98.47,19.13
NKOU,16.79,6.36
IPCK,77.3,2.67
LWVU,105.6,8.75
FEJN,113.29,9.17
AIYE,61.81,9.12
ZLUN,15.75,16.62
UFAW,174.76,12.79
BXVW,187.09,17.15
TADP,100.8,5.77
IRNF,12.33,2.55
YKVO,157.36,12.62
MOBD,198.06,12.66
FYEB,172.61,2.47
LQJG,108.3,7.52
WAQM,117.07,16.62
SVGY,21.91,17.52
IWBC,176.82,12.57
YJMP,18.26,6.26
SBKX,35.6,4.65
CBGY,41.63,2.5
NFGS,10.37,17.94
BCNY,80,8.06
QFRN,173.94,9.09
LLLD,57.87,18.91
FQAB,180.22,7.99
MIMI,123.38,14.64
NQWR,164.04,9.47
UWUC,105.22,16.86
OCID,43.32,12
RSLH,59.9,12.17
DIBJ,145.56,13.18
BJMA,22.56,11.87
MVIK,119.46,17.22
UXJM,89.73,16.48
HPRW,37.72,12.96
JELM,187.64,12.15
VHQL,65.73,8.61
KATP,197.19,3.86
DKOK,185.17,4.76
XHNG,60.39,15.17
KRKX,162.95,11.75
LZPR,49.23,8.17
SWJO,42.08,12.17
FXOI,126.23,6.45
FWJB,70.83,14.13
DXJQ,88.81,12.96
CQRU,147.55,5.05
GQTU,193.49,11.71
PZUS,181.24,12.9
NLEQ,98.5,10.93
UUXV,148.24,7.1
AKKR,25.74,10.51
PLOA,10.24,2.92
PBSG,146.81,8.89
XKFP,90.32,6.57
IWWO,128.94,11.72
ERWM,3.72,14.29
XITK,57.26,11.42
ZIBD,180.83,13.99
ZFAL,181.31,4.91
QJGJ,116.74,14.69
OBSU,55.39,14.53
TXEP,49.88,8.57
HRDY,157.46,9.12
MTSL,89.25,2.89
IOJY,164.21,12.86
DJOT,172.84,4.41
SMON,54.94,6.53
MBLC,106.87,2.03
CZWD,82.61,10.31
JUIZ,117.74,1.78
WCGF,3.64,8.04
UYYN,147.58,9.76
UDFB,42.85,11.31
MEMH,181.05,7.52
AZXP,132,17.71
TPGV,44.58,9.57
CIAQ,166.24,1.06
NJTI,102.44,13.02
UZON,130.66,7.9
FZVR,5.71,2.57
HXJF,121.75,17.13
LNWZ,58.14,15.35
TFWI,88.38,7.37
IEPP,184.92,2.8
NSLI,189.29,18.11
WYWN,18.36,3.29
MMTA,17.09,11.42
GNYY,110.12,15.05
FJLC,88.48,8.11
LPAQ,191.44,15.57
YSZP,69.19,7.19
BPHS,83.78,9.35
UFTJ,97.36,5.74
DIIN,114.21,5.36
GPFJ,97.65,4.87
PRRP,21.49,1.93
VYRD,160.76,1.26
SXTF,197.36,6.59
AQBI,185.24,3.88
BJGJ,185.74,4.68
WEOM,193.61,8.08
BCZM,50.16,11.25
EDNQ,30.36,11.78
ENKE,57.73,17.3
GQSE,187.6,3.25
SMKK,100.78,8.93
ESVY,198.69,17.02
FLNA,104.07,13.84
WJXV,184.64,18.22
RDWN,110.99,5.29
FIFV,182.5,1.91
AWYC,197.9,5.99
BLWI,78.61,2.17
QDRM,21.47,7.64
QVZU,173.11,3.02
FUGQ,190.1,13.31
TRAG,70.72,18.49
OYSE,140.91,7.32
OWKE,174.07,18.32
HJNO,167.56,17.57
XFMK,22.03,10.03
VXEN,198.17,1.48
XLXM,126.73,15.18
IKED,123.02,13.08
KEWX,183.33,18.56
FAFZ,109.64,6.49
BTOJ,104,3.99
MBHB,142.49,15
UEGS,26.53,10.77
JFPS,47.04,2.76
XOPO,190.4,13.89
CIAG,145.87,8.43
CORA,126.52,11.87
WNJQ,136.33,4.1
CSKS,191.16,14.17
SSYE,192.58,12.17
LGVH,124.54,12.37
ZLGK,32.35,5.48
ZBAT,192.45,5
GXRI,180.87,5.05
NIAV,124.07,15.62
HQXI,178.55,17.9
VHEJ,182.58,5.97
AGAC,172.57,19.25
JEJI,128.81,1.38
EHOF,41.68,4.93
BELL,6.11,4.5
JFAL,3.57,1.23
FXRK,107.3,16.03
QPGV,129.58,7.15
LZBX,131.41,10.97
SXMW,97.72,9.15
OARI,140.35,18.29
YHHN,123.42,4.34
FKFJ,24.03,12.15
LTBU,188.67,8.68
AFDK,66.82,15.03
SQQW,1.07,19.74
CQZU,187.85,13.78
NSKX,3.43,10.79
BDFL,58.42,4.02
NTYT,69.65,12.29
CCPT,197.59,15.14
NIFC,159.71,18.4
UJPP,20.22,13.95
ORLM,173.64,15.99
KCWQ,72.47,2.81
KFXC,47.12,7.81
USKQ,138.75,13.65
RTXY,11.73,19.56
CXGS,5.55,8.05
HYUD,38.02,11.09
FCMC,91.97,18.27
EBSB,146.49,3.95
BJZV,28.62,19.82
SPPV,23.69,17.71
XHTR,15.09,10.76
VSTE,72.61,7.47
YYVB,146.93,5
USHG,135.45,11.93
YXIQ,16.28,7.02
YDBT,117.3,13.39
WJEY,22.73,18.83
RIGY,28.81,1.6
FULW,153.36,13.16
DDZU,190.27,13.02
XAAW,163.46,7.47
XYMW,190.62,8.08
QSQY,62.14,9.5
KVOM,110.58,17.44
RHHY,25.79,3.65
JNXU,19.68,5.92
SIDL,139.74,7.42
WKNA,27.09,1.73
NSQZ,4.42,7.85
MHDM,5.84,6.4
DZKX,197.12,7.81
RPVY,37.04,18.27
TDCB,188.25,19.4
XOGK,1.53,11.82
JHQD,111.27,15.12
NRIH,9.01,6.67
NIXU,92.39,15.38
FXFY,108.14,10.4
KTCS,121.22,12.98
VFQF,50.61,19.47
FDLN,141.97,14.1
HEZJ,62.12,12.04
XCSB,160.92,16.4
PNXK,165.58,6.6
WGRG,93.95,10.08
EHUY,175.28,16.05
DRNX,102.69,1.82
DEDF,179.03,17.21
UJSI,145.18,6.3
FLPN,171.02,1.95
PDMT,193.81,10.62
LNPX,131.66,19.78
ZUHK,140.36,14.36
OXYR,193.78,2.02
PCXB,77,9.79
ESIG,108.25,14.85
ZFCD,188.48,14.21
WUAG,22.85,10.2
SPNO,14.69,9.89
AXRJ,129.31,3.15
FVQY,93.53,18.48
FOZE,59.6,5.61
TPOB,49.55,11.79
UBFI,8.62,5.32
ZHPZ,105.11,8.53
KRWL,109.69,4.91
ZOOA,65.64,17.57
QWBD,128.47,5.67
TELE,42.7,19.57
YHXV,188.69,18.75
SKLA,96.94,18.81
YCOU,167.44,13.42
SBMJ,199.67,18.75
CISZ,187.39,14.88
TYOR,165.42,13.81
MBDA,26.44,4.16
BGDH,101.84,18.83
MCWE,83.92,19.72
EIJB,77.25,16.96
ONNZ,135.12,3.03
GAIB,110.6,9.71
UYWC,129.85,4.83
FIGY,115.74,6.82
TITR,55.84,12.15
CZTR,53.56,8.87
EKEJ,23.68,14.72
ICOW,76.84,4.78
WGPU,157.44,10.99
DJBZ,64.54,2.64
NVFF,151.03,9.47
QDPC,170.91,18.44
EYPN,141.48,2.71
DCXW,118.49,6.56
EAIE,127.16,3.16
YHBB,119.27,19.91
GHAF,174.13,5.61
HCWK,180.03,14.08
UQEP,118.83,4.37
STXQ,131.42,6.89
QMEZ,38.19,15.33
RUQY,57.54,14.41
AQOL,92.76,7.95
XNZF,156.09,1.56
CRMW,123.62,19.77
ERXL,6.9,7.66
DDYM,156.53,17.08
NZFQ,162.12,3.58
JXKJ,162.9,6.73
DHDD,17.18,15.63
WBIY,126.94,2.07
ZKKU,165.78,16.05
DXLI,131.4,10.99
XTPS,24.32,14.61
FXZE,178.92,18.52
SXJE,13.07,1.28
GAUH,197.84,17.4
MPDK,79.08,5.59
SVAA,198.87,18.54
QHTF,101.1,2.57
TUHC,80.69,12.02
DYXB,122.54,10.32
XOZP,39.7,8.72
CPTS,40.24,13.96
IKGE,138.87,10.27
APLR,125.64,4.87
PWXH,135.57,4.12
RHAH,62.77,10.16
UMBL,95.57,7.66
HPMU,35.11,14.92
NDUS,57.83,4.43
WMWS,155.07,18.54
YLOT,70.49,2.03
FKQO,123.39,1.95
DZXQ,3.41,14.85
LJHE,87.94,12.01
EUFA,145.33,4.77
NGEF,196.34,8.6
OUJI,93.65,12.3
TXPZ,198.86,4.73
JROC,160.07,3.63
RNLH,97.47,5.82
XUTD,149.29,12.52
AXGA,1.79,19.62
EEQM,62.16,6.09
EYDI,161.89,5.28
XMAE,56.95,3.05
LIYJ,81.92,6.16
BYSK,32.49,14.69
SNWC,32.91,13.5
GWVL,81.42,9.13
VHAH,111.37,15.4
MHYH,46.55,19.13
LDWJ,147.32,3.15
MJYB,19.89,7.88
SFOE,69.91,2.43
UQRD,42.97,9.12
OHDW,100.49,3.1
PFMS,81.24,7.85
AKEP,60.01,14.07
YBPO,81.7,1.45
DBCL,165.49,16.9
QYNH,83.87,2.09
QYKW,55.33,13.78
MAIW,183.72,9.14
OVHM,99.34,13.42
ZZRK,61.34,10.77
VICT,28.89,9.52
BTTL,187.51,11.18
PNBK,113.71,18.57
RJDN,108.34,18.5
RTKV,188.94,1.63
ZEIE,141.5,6.21
INSO,153.18,4.05
EZTZ,17.64,7.41
XSFJ,31.38,19.92
HISM,122.25,18.5
FRSE,87.64,3.57
FGPR,8.63,4.61
KUBC,140.11,17.1
ZBOD,137.35,8.81
XEHJ,134.69,5.46
KFXZ,150.64,4.46
EYKM,13.05,15.65
GVMK,170.5,2.62
CBDC,181.88,3.18
STKL,128.6,14.15
XCYC,82.94,16.09
AHQA,118.87,14.91
WGDF,101.77,9.78
DNIC,108.91,5.67
DAYZ,185.23,5.46
HPFZ,164.84,1.32
YHJM,146.01,3.5
ZMGW,85.98,19.68
XHKH,84.1,5.68
VMOQ,139.39,13.32
XHJE,16.08,19.37
INHY,8.46,15.42
ZRAT,102.24,13.07
IDYH,70.91,4.58
KFZG,122.94,18.27
HZWW,53.74,1.93
NLRS,100.26,19.79
UKOA,16.79,2.51
QGYA,193.68,4.29
MJXT,55.66,2.53
QFHL,164.71,12.59
NQXA,61.86,7.54
VRLD,64.84,19.95
LJAC,106.24,14.01
IECD,33.21,12.38
FZYL,86.94,7.05
GFTI,186.81,5.74
DDYO,160.67,6.47
SNOJ,124.14,10.35
XUUU,55.9,11.1
WMEZ,159.78,9.53
HCRP,36.86,7.57
CYXJ,134.94,11.35
MPOJ,17.44,10.86
KIZJ,74.71,10.53
XNHH,150.82,2.29
HDRJ,100.91,11.61
PMZA,146.65,16.4
ZAVG,119.34,15.83
ACPV,185.69,15.52
AAYJ,147.52,14.93
DTAY,143.93,3.24
NQXT,93.02,11.06
ZDAO,94.12,3.89
YOXT,129.38,11.33
YNPU,196.94,7.17
JHSK,130.77,12.27
HMBJ,77.17,9.72
CWGD,183.13,4.04
LMLD,122.87,12.8
HNDQ,184.67,9.76
OXPI,149.01,14.42
ESJD,90.43,16.79
KQOU,180.63,17.64
PWTN,105.97,6.77
BIYL,90.71,19.79
JBRF,26.98,2.25
IURM,104.87,18.54
VVRG,62.91,6.47
KJLK,155.69,10.33
OVUF,124.89,19.57
LMVA,46.29,16.18
WNMP,111.42,11.47
OGXH,9.67,4.75
RWIX,86.59,7.18
CKIZ,102.52,9.13
KIXW,174.49,11
IFWC,179.19,8.07
RNHR,26.71,3.06
NJJI,75.03,14.1
CULP,86.65,12.12
VYWZ,47.24,18.91
BXIX,142.82,9.7
ZDEC,192.21,12.49
SHKA,166.13,13.74
DBLG,78.06,19.53
XTMY,43.89,4.04
AAFN,105.16,6
CDJM,106.94,1.16
HNFI,36.61,14.4
WOZB,82.75,4.59
WELT,115.38,9.58
DDGT,100.46,14.33
VSOZ,2.41,2.77
YMIT,164.37,18.19
JWTN,62.81,19.77
KQZC,126.1,18.21
OLII,158.68,6.92
ARVL,3.51,5.6
AEMA,24.5,7.52
AFZM,106.86,19.11
HHJK,181.09,6.01
BNFU,21.02,16.11
POIF,12,19.22
KCQW,166.83,17.94
IUEB,54.01,8.9
JLGI,191.2,15.54
UBKR,125.9,15.96
VBLB,120.88,5.45
GSZA,168.97,2.96
NPXT,87.54,11.56
WATH,19.98,5.4
UTFT,176.7,14.73
CKEK,5.56,19.39
PCTZ,24.57,14.62
ZFVO,160.52,8.71
ZFPA,105.08,11.61
TXCT,38.74,15.72
QOBZ,65.88,18.04
SWAK,66.75,16.97
IACI,171.12,6.63
XRGN,176.39,9.52
JVYM,108.59,11.71
XWBF,36.16,16.92
ZTMV,44.15,15.88
CYEU,127.29,5.43
SMKC,151.9,16.3
SIBA,159.44,6.87
UESJ,135.71,15.14
HLNC,101.74,19.9
IBMD,26.96,2.19
JLET,121.77,17.51
ZKQV,63.48,16.84
VBQB,199.75,1.93
IMYS,181.65,5.1
XEXS,120.05,16.13
XTAI,148.08,17.31
MJIE,94.35,11.34
XJKO,22.79,4.22
JYMG,46.16,18.51
UBDW,50.71,18.69
RHID,178.1,3.25
NBWE,21.41,3.85
KFRC,175.44,13.11
CSKL,198.69,1.49
PDCM,132.02,8.43
NHCK,174.95,11.44
UHYP,116.05,11.2
SBKW,28.97,9.42
EEYQ,119.61,6.51
KQPM,119.71,17.7
VVJT,135.21,17.51
SRFT,110.29,4.32
GXFL,91.86,16.14
ZDCK,5.32,2.42
CVWS,49.44,14.33
CPGP,185.01,19.55
LXSF,64.46,1.06
POYP,15.65,14.69
HHUS,140.75,9.7
HDUC,156.37,13.41
YMDC,167.16,3.18
TWFB,170.23,12.07
IIXP,36.74,11.19
VKCJ,4.52,3.85
KJUT,156.38,18.85
RTNS,94.27,15.79
QOFI,39.73,5.89
YUVC,113.58,6.51
DIJS,168.76,15.67
ZNUY,100.35,14.76
IVNR,68.87,17.84
BYBV,197.39,7.28
ZCIA,195.39,2.33
SAMY,103.64,19.41
EGYW,104.76,6.25
VNBU,84.53,14.16
JEPQ,75.69,14.96
DSGN,134.41,6.76
ISUD,105.47,6.43
UNAZ,197.91,19.9
PVTE,119.4,9.35
RAQM,85.2,6.54
IYTV,122.87,16.02
BWDD,181.99,11.57
ULGD,136.71,1.93
SDFZ,67.18,17.6
FCRB,55.14,4.32
OTCK,17.59,6.42
ISSO,61.13,13.06
BEJO,49.16,16.13
MMZJ,84.44,2.52
PTBQ,159.75,9.58
JCAO,161.61,14.22
PHFG,157.39,9.68
RWBN,167.18,17.14
SYRH,18.08,1.16
JKQW,192.73,17.1
PFIZ,145.29,19.95
POVV,119.02,8.75
ABIL,178.06,7.56
RSWQ,178.49,3.72
ZQRX,177.67,14.34
TZNE,40.86,15.17
CTGM,91.44,2.89
MAWJ,115.11,19.98
LERF,189.05,14.82
FHOM,166.51,8.65
IJBB,144.48,13.27
HRKC,186.32,8.21
QEEL,107.31,1.52
CPQD,103.55,9.29
YGEM,36.65,11.26
FKFG,19.01,4.51
IQPS,53.44,17.73
KHOB,66.44,11.36
EVKL,195.39,5.36
NFMH,152.73,18.7
YSWC,34.58,14.88
OFSF,164.79,14.43
WWJA,173.94,13.6
CFFL,164.8,7.46
RLAP,41.28,4.54
CXIP,174.05,13.3
QRZW,56.31,18.63
PPCN,190.9,8.75
PXXW,28.31,8.55
XVWB,104.19,16.72
TQQO,60.81,17.08
AJPD,98.3,4.51
PAEM,187.1,19.58
MKDF,3.24,6.08
PPBN,137.04,2.27
DTKM,148.65,10.61
VRDB,104.04,2.43
UQAV,64.29,10.81
MTBW,140.02,1.37
XOFW,10.42,18.06
ZCXA,189.55,2.3
XYAA,58.87,1.36
TDON,151.69,8.46
ZTUY,130.83,18.11
EIYU,153.88,3.18
IPRY,11.26,16.34
OUVV,121.29,14.98
MBSN,66.52,6.9
UICS,197.15,17.11
YHPE,73.33,4.27
EJDG,29.33,15.51
ARVO,68.09,15.01
UEVE,15.25,10.39
CVYC,108.66,16.21
JJKJ,87.74,12.12
GMPV,86.73,10.68
DHEQ,78.68,16.18
ROQV,85.31,19.55
MTEX,175.03,1.01
HDDM,49.74,16.66
WAKN,20.48,11.81
LLYH,19.23,14.57
PVUZ,129.56,19.51
MKZN,88.79,15.82
MTMJ,37.39,17.25
SLOT,75.44,14.44
VHIH,179.62,15.14
VTLI,134.93,16.87
RYFE,103.38,3.1
PCJZ,95.18,15.71
KFXQ,142.13,14.3
GPJT,117.84,4.36
UCVX,140.26,1.24
BYGN,186.24,3.22
LNXJ,57.27,18.68
WGSM,154.52,4.42
CYCF,127.17,6.17
WHWE,107.93,17.72
QSJR,21.49,15.53
JLAD,140.17,10.62
VSKN,76.83,9.75
DZFY,2.75,18.9
ZDVY,46.11,1.46
ABUZ,157.49,16.5
ZCHQ,99.41,12.18
CIRU,23.62,8.34
QGQK,90.05,16.46
JAUP,102.79,2.06
AOOA,158.25,14.04
LSDB,85.36,8.64
WTPK,191.17,16.84
OAUV,195.94,10.8
KMZB,150.92,18.96
MJEF,59.85,15.59
ZKZI,17.67,15.21
KQUI,98.71,8.25
SZQN,59.75,9.16
WZJK,86.7,18.55
AGTF,126.37,7.12
TEUV,77.08,7.84
DTBO,61.27,15.51
ZTDV,21.67,8.3
BDBO,99.81,9.7
KKUB,190.83,17.63
ISPV,191.51,17.15
IVSO,12.62,15.35
VZXV,45.28,15.25
KGBD,145.22,3.31
RGSR,175.5,6
EJRH,84.78,6.21
WKCX,74,16.02
BCME,75.86,13.01
BKUF,141.37,3.89
KICV,121.08,3.15
STLK,63.37,18.79
MWIT,8.53,1.58
VPXF,139.76,13.8
ZRTI,17.82,15.28
FGQK,35.24,4.29
TGAG,28.66,16.72
UNNG,157.66,5
QZVU,192.09,8.75
DQNY,77.42,19.94
LWBH,102.97,11.04
HHEB,34.47,17.62
UZBO,17.54,3.49
DCTZ,179.22,2.7
KVRT,13.75,2.75
RKTZ,160.09,6.33
VGEL,187.94,19.51
CAUU,159.7,8.84
JJUB,44.11,17.59
YSTH,17.58,4.23
FSCA,12.86,19.06
JMWJ,110.2,17.51
WEJT,137.65,16.2
MEWA,55.19,5.67
MROO,1.64,13.87
SUPY,10.14,6.99
EZIU,37.49,11.16
NLXM,190.36,1.89
KRDQ,35.75,15.48
FECQ,100.31,15.42
IBOT,104.79,1.49
QUZN,180.97,3.64
IDDP,185.1,4.3
RQHP,144.33,13.19
BPTR,59.49,19.71
PGFK,25.59,19.73
URPM,178.1,16.37
LTFB,138.1,18.11
SLXY,84.28,4.04
BUEU,32.69,17.77
ZQSE,38.5,11.06
ECTY,81.53,1.55
MZTT,161.38,15.97
PJYO,164.61,19.96
SNJO,183.27,4.56
IIFA,16.12,11.8
ZWOB,20.5,2.15
YWOS,172.83,2.42
HITB,173.48,18.44
YEUM,107.3,9.59
PWTM,133.9,13.88
SEHF,63.67,4.58
UBID,46.03,5.84
GDCG,105.9,5.67
MPHG,82.71,18
EHMH,23.54,16.66
BWKI,58.54,18.53
XSKT,66.73,3.93
QUOB,74.69,15.29
BRQJ,56.29,12.87
EIQJ,127.79,7.09
JBGB,123.49,12.23
LNAJ,159.08,4.92
KFDL,112.16,18.91
MMXN,72.66,11.59
VDNU,23.78,15.58
ERHX,111.51,14.15
GUNM,6.28,9.83
UWVG,66,2.26
LULC,58.4,19.9
ZVSF,55.3,6.82
TMOQ,79.42,13.79
RTRC,27.01,17.34
WQXQ,98.91,12.1
LKIO,16.87,11.17
HOVU,122.11,15.79
WALF,120.43,12.86
QSYW,78.08,3.03
ZSBI,124.76,4.99
REKU,105.81,11.24
HGLW,189.21,19.03
KMRM,46.13,1.53
RAJU,58.46,11.17
IZJV,40.17,11.45
KXLJ,85.77,5.94
GZWR,76.85,13.94
HBIG,65.89,19.87
YSXG,91.65,4.24
MOJR,142.76,8.63
CLKP,31.11,6.4
BZRL,199.51,4.21
GIRF,108.55,16.61
QQSI,42.78,7.58
CBIP,24.11,5.62
PQBV,52.02,2.27
OYJC,183.91,12.96
RFEZ,185.3,11.98
WGVB,183.23,16.7
AKBW,183.38,15.44
HMHU,165.14,7.54
LGLZ,48.34,19.65
XUIN,171.2,11.57
PJFV,86.38,17.1
BQTC,171.68,4.46
JUIT,66.5,11.79
USYC,60.59,8.35
ZFIU,83.31,14.65
TNZQ,185.7,12.65
ZELL,161.73,14.11
LQRR,12.86,6.7
AWQA,109.24,15.13
VLCD,15.75,1.66
JJCC,175.24,6.77
NVLY,72.5,7.95
OJFR,101.26,10.97
XOOJ,99.11,8.41
LBME,199.83,16.49
TCXO,45.85,6.13
DVSX,177.75,12.11
MXCU,125.93,16.69
ZAWG,71.95,5.84
HGMY,118.09,2.67
WFCM,199.05,10.2
HTYG,23.57,10.55
ZSBI,39.34,8.95
IERG,61.73,7.42
WRZI,30.46,5.21
YPKX,22.63,2.44
YISZ,71.78,15.02
WNSM,63.87,17.93
AJIZ,18.05,3.91
WXLW,176.41,14.36
MDVA,16.05,13.9
WGDY,118.49,5.74
SMCJ,145.67,8.64
QCXX,67.4,9.56
XEUL,115.23,5.88
IRJD,71.3,7.94
LIUI,97.96,6.06
QFIT,82.91,19.77
TTDP,45.29,9.55
WIGL,153.41,2.28
YHMY,180.93,19.14
YDAJ,121.13,13.4
OYMY,115.57,5.85
VMGP,13.03,10.42
ZUMC,20.17,14.92
UGEL,85.11,19.31
CDCK,167.34,11.17
HFJC,48.61,16.78
YZFV,36.37,17.82
FXGH,192.76,19.13
NJOE,167.55,8.66
HDDN,6.47,4.84
TCPZ,151.11,3.58
XBIS,12.19,19.58
DWMX,44.26,8.19
WEGC,143.19,7.78
GSCK,127.49,3.98
HTMX,79.76,2.37
ZAJG,135.52,3.72
PHSM,152.62,14.14
TUKP,90.66,3.71
NFQO,129.33,5.65
MFEW,194.54,5.92
AYYE,160.15,15.87
IGHT,40.7,18.77
QYRZ,105.72,7.88
MVYX,169.84,7.57
BNVV,196.81,9.78
RBRN,1.2,8.35
GJEL,16.52,16.36
IWKR,16.26,2.17
HSAV,102.49,13.87
GXHU,42.33,1.23
GDTY,16.18,9.43
DMOO,146.15,5.53
YBEB,113.34,18.1
YQQN,134.07,15.14
SYOX,26.87,13.75
UVIK,2.08,17.05
RSKW,37.79,18.29
HRIE,183.17,5.54
QMRL,191.86,11.45
WCMR,49.04,17.65
TCSV,175.17,10.82
YVCK,112.1,3.49
TQSU,140.85,17.64
JNRR,165.87,10.55
IBVW,127.19,14.18
NSAT,47.55,13.76
YLSH,73.15,19.43
UYOI,177.44,9.18
XPMB,180.76,8.63
OKXN,109.89,2.78
OHJW,51.92,19.27
QVYV,59.52,18.27
QVOF,79.76,9.39
WGPY,149.12,1.16
LMNZ,115.72,2.16
IQRF,154.98,18.46
SXCL,68.44,18.38
SLNO,69.54,19.2
DXLW,14.59,13.49
JUPZ,140.87,6.82
KHLV,172.55,6.95
DZWY,60.7,7.73
DQJG,26.63,8.29
JITP,41.52,2.96
RSBM,142.44,13.64
MJLB,198.78,12.12
DOUL,5.54,13.33
XENF,23.12,11.14
KMSV,155.34,3.73
XYGY,74.88,11.01
ZDBV,183.88,9.6
GIEW,34.23,16.48
OGBX,164.03,4.9
JOWQ,173.56,4.83
FDVZ,137.43,9.26
FLCN,49.47,2.94
XSEU,96.51,14.74
QCTZ,146.82,17.49
ODVO,30.06,9.93
JLGB,198.6,15.92
LNBI,81.87,10.76
MOKP,90.83,9.27
EZHR,66.96,7.62
NKNL,107.73,3.24
GHIK,184.56,9.23
DBKX,85.3,15.99
NLLA,125.12,11.55
JIXD,50.95,15.61
NYOA,114.24,3.39
IMMO,161.65,13.61
GCKV,37.23,12.83
